corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499
medtner_tales	op34n01	9956	V	viio7/V	viio7(b6)/V	bII6	i65	ii%7	i	I/V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
medtner_tales	op34n01	9957	i	V7(6)	V7/V	V7(4)/V	ii%7/V	V7/VI	V7/III	V7/VII	i64	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
medtner_tales	op34n01	9958	V	viio7/V	viio7(b6)/V	bII6	III	viio7/III	i65	ii%7	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op34n01	9959	i(9#74)	V(6)	iio6	iio6(2)	iv2	III	ii%7	VIM65	VII	VI	V(+4)	ii%65	i6	i	bII64	V7/III	iv65	V7(4)	bII6	bII6(4)	#viio7(+#4)/iv	III	bII64/III	V7/III	iv65	V7(4)	bII6	bII6(4)	#viio7(+#4)/iv	III	bII64/III	V7/III	iv65	V7(4)	bII6	bII6(4)	#viio7(+#4)/iv	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op34n01	9970	i(9#74)	V(6)	iio6	iio6(9)	iv2	III	ii%7	VIM65	VII	VI	V(+4)	ii%65	i6	i	bII64	V7/III	iv65	V7(4)	bII6	bII6(4)	#vii%7(+#4)/iv	III	bII64/III	V7/III	iv65	V7(4)	bII6	bII6(4)	#vii%7(+#4)/iv	III	bII64/III	V7/III	iv65	V7(4)	bII6	bII6(4)	#vii%7(+#4)/iv	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op34n02	9971	i	V7(4)	Fr6(#2)	Fr7(#2)	V/III	I6/III	viio6(11)/III	ii2/III	ii65/III	V43(96)/III	V7/III	vi65/III	I6/III	I/III	V(9)/III	ii6/III	V43(96)/III	V/III	ii/III	I6/III	V65/III	V(96)/III	V7/III	iv	III6	i6	i	V6	III6	i64	ii%7	i	iv7	viio7/V	i64	ii%7	i	iv7	ii%7	i64	ii%7	i	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op34n02	9972	i	V7	iio64	V(64)	iv(+#6)	#vii%7/iv	iv(+#6)	#vii%7/iv	iv(+#6)	iv(9+#642)	vii%65/iv	ii2/iv	V6/iv	bII	i	iv7	viio7/V	VII	i64	ii%7	i	iv7	ii%7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
medtner_tales	op34n02	9974	iv(4)	V43/iv	Fr6(#2)	Fr7(#2)	V/III	I6/III	viio6(11)/III	ii2/III	ii65/III	V43(96)/III	V7/III	vi65/III	I6/III	I/III	V(9)/III	ii6/III	V43(96)/III	V/III	ii/III	I6/III	V65/III	V(96)/III	V7/III	iv	III6	i6	i	V6	III6	i64	ii%7	i	iv7	viio7/V	i64	ii%7	i	iv7	ii%7	i64	ii%7	i	ii%7(9)	ii%43																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op34n03	9975	V7(9)	V7(b10)	V7(#6#42)	V7	V7(#6#42)	V7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op34n03	9976	V	bII64	V/III	viio65/V	iv/III	III6	Fr65	viio7/V	#viio7	iv	VII7/iv	iv7	iv(#4)	iv6	iv6(9b6)	III/iv	III(#2)/iv	iv	iio6/iv	III/iv	III(#2)/iv	iv64	V/iv	iv/iv	bII6/iv	iv64	V/iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op34n03	9977	V7(9)	V7(b10)	V7(#6#42)	V7	V7(#6#42)	V7	ii%43	ii%43(11)	V7/V	V7(4)/V	V	ii%7	ii%43(11)	V7/V	V7(4)/V	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
medtner_tales	op34n03	9979	i/iv	V7(9)/iv	#viio7/v	v	#viio43/v	i6	V2	V7(9)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op34n03	9981	i/v	#viio43/v	i/v	#viio43/v	i	V43(9)	V64	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
medtner_tales	op34n03	9982	i/iv	V7(9)/iv	#viio7/v	v	#viio43/v	i6	V2	V7(9)	i	V6	i	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op34n03	9983	i	V7	i6	viio43/V	viio65/V	viio7/V	viio2/V	i6	V2(9)	i	#viio65	i6/iv	V2(9)/iv	i6/iv	V6/iv	i/iv	i/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
medtner_tales	op34n03	9985	V	iv	#viio7/iv	IIIM7	V7/III	#viio65/iv	V7(6)/v	V7/v	v	#viio7/v	V	bIIM7	VI	V	V43(b5)/V	bIIM7	iv7	V	V43(b5)/V	bIIM7	iv7	V	V7(b5)/V	V7(6)/V	v	#viio7/v	V7	bIIM7	iv7	V	V7(b5)/V	V7(6)/V	v	#viio7/v	V7	bIIM7	iv7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op34n03	9986	V7(9)	V7(b10)	v43	V7(9#6#4)	V7	V7(9#6#4)	V7	V7(9#6#4)	V7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op34n03	9987	V	bII64	V/III	viio65/V	iv/III	III6	Fr6	viio7/V	#viio7	iv	VII7/iv	iv7	iv(#4)	iv6	iv6(9b6)	III/iv	III(#2)/iv	iv	iio6/iv	III/iv	III(#2)/iv	iv64	V/iv	iv/iv	bII6/iv	iv64	V/iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op34n03	9988	i	V	bII	bII(4)	VIM7	VIM7(6^2)	III(4)	VII7	VII7(6^2)	iv(4)	V7/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
medtner_tales	op34n03	9989	i	V7/bI	V(64)/bI	i6	ii%65	ii%43	iv6	V2(b9)/iv	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
medtner_tales	op34n03	9990	i	vo7	V7/bI	i	VI	IV	#viio7/iv	IIIM7	V7/III	#viio43/iv	V7(6)/v	V65/v	v	#viio43/v	V7(6)	V7	bII	VI(#2)	V/iv	V7/#VII	bII	V/iv	Fr6/iv	V43(6)	bV	bII6	V43(b5)/iv	iv6	V2/iv	i	Fr6/iv	V43(6)	bV	bII6	V43(b5)/iv	iv6	V2/iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op34n04	9991	i	V7	V7(4)	ii6	i6	ii%7	V(64)	ii%7	VIM7	IIIM7	VII	iv7	i	V6	i(4)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
medtner_tales	op34n04	9992	i(9)	V7	ii%65(^4)	i	V	ii	V7/ii	V7	ii%65(^4)	i6	i(9)	#viio	ii%7	VI	i6	iv	V7/iv	V7(4)/iv	VII	VII(94)	V7/VII	i	i(9)	V	V(4)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
medtner_tales	op35n01	10008	i	V7	iv7	VI64	i7	VI	IIIM65	i	V7(4)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op35n01	10009	i	V	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
medtner_tales	op35n01	10010	V6/iv	iv	bII/iv	V	#viio2	#viio/VII	IV6(#7)	iv	V7/#vii	#viio	i	#viio	VI6	V2/VI	V64	iio	V/V	V7/#iii	V2/#vii	VII64	#viio64	i	V64	V/V	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op35n02	10022	V	#viio64	iv7	VI	V	iio	i	I/VII	I(6)/VII	I6/VII	I6(9)/VII	V2/VII	V2(^6)/VII	vii%65/VII	III	ii%7	iv	i6	V2	viio6	iv	VII64	i64	i6	i6(9#7)	i6(#7#6)	vii%43	ii7	ii(11)	#vi%43	i7	i6	ii%7	i	i6	v	i7	v6	VIM7	i(9)	i6	ii%7	i	i6	v	i7	v6	VI	i	i6	ii%7	i	i6	v	v6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																												
medtner_tales	op35n02	10025	iv	i6(6)	i6	i6(9)	V	iv	I6/VI	ii/VI	I/VI	I6(6)/VI	I(64)/VI	I6/VI	I6(^2)/VI	V2/VI	iii/VI	IV/VI	V(6)/III	viio/III	ii7/VII	IV/VII	I6/VII	V2/VII	V43(11b9)/VII	iv/VII	i6	#viio43	vii%7/III	viio(11)/III	IVM43/III	vi7/III	vi(11)/III	iii43/III	V7/III	V6/III	ii7/V/III	V/III	V6/III	V64/III	bVIM7/III	V/III	vi7/#VII	I(9)/#VII	I6/#VII	ii%7/#VII	I/#VII	I6/#VII	V/#VII	i7	v6	VI	i	i6	ii%7	i	i6	v	v6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																										
medtner_tales	op35n02	10026	i	V	iv	It6	III6(#4)	V2/III	IV6	i2	i(#0)	i	i6	v	VI	i64	III6	III6(2)	V/III	viio64/III	iv6	iv6(2)	i	i6	v	bII	iv64	VI6	i7	i	i6	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
medtner_tales	op35n03	10027	i	i(9)	i	V	iio64	VI	i	III	v	i	i6	V	iio64	VI	i	III	v	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
medtner_tales	op35n03	10032	V	V7(b5)/V	VIM43	V43/ii	V2	V65/V	V65(6)/V	V(6)	Fr6	i2	V65	V43(9)/V	ii65/V	Ger6	VI6	VI	VI6	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
medtner_tales	op35n03	10033	V	Fr6	i	V43(b5)	V6(6)/III	ii2(9)/III	ii2(2)/III	V6/iv	ii2/iv	V(+4)/V	V6	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op35n03	10038	i	V7	vi7/III	IV/VI	I/VI	I64/VI	I/VI	IVM65/VI	I/VI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op35n03	10039	i/iv	V/iv	i/iv	V7/iv	It6(#2)/iv	i6/iv	V64/iv	i/iv	V7/iv	V65/iv	i/iv	V7/iv	ii7/iv	V/III	IV/III	IVM65/III	V43/IV/III	I64/III	IVM7/III	I6/III	vii%65/III	ii7/III	I/III	V7/III	V7/V/III	i7	i	V7	V7(4)	ii%7	VIM7	IIIM7	VII7	iv7	iv	i6	i	v64	i6	v2	v	ii%43	ii%65	i6	i	v	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
medtner_tales	op35n03	10040	i	V43(b5)	V(64)	ii%43	iv43	iv64	#viio2/iv	i6	#viio43	iv/bII	VI6/iv	i/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op35n04	10041	I(9764)/III	V7(6)/III	iv7(9)	iv	V7/iv	V65(11)/iv	iv	i64	i2	i	v	i6	i64	i	v64	v	v6	VI6	VI64	VI	v	v6	v64	v2	v6	v64	v2	ii%7	v	v64	iv6	iv6(2)	v6	i	v	ii%7	ii%7(94)	VI	III	III(94)	I/III	vii%7/III	IV6(9)/III	iii6/III	V7/III	ii6/III	IV/III	I6/III	IM65/III	V43/III	V43(9)/III	i6(6)	i6	i	i6	i64	i	i6	i64	i	i7	i	i(9)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																				
medtner_tales	op35n04	10046	V6	V43/vii	bII(9)	iv2	V65(6)/iv	V65(4)/iv	V65/III	iv	I6(6)/III	vii%65/III	V7(94)/III	V7(9)/III	I6(6)/III	ii65/III	V43/ii/III	ii(4)/III	V6(#6)/ii/III	V6/III	ii2/III	V7(b9)/ii/III	V65(9)/ii/III	I/III	I(94)/III	V7(9)/III	IVM7/III	vii%43/III	V7(9)/III	V7(96)/III	VI	V6/iv	iv	iv64(4)	V(6)/iv	v	ii%43	ii%43(4)	v6	i	v	ii%7	ii%7(94)	VI	III	III(94)	I/III	vii%7/III	IV6(9)/III	iii6/III	V7/III	ii6/III	IV/III	I6/III	IM65/III	V43/III	V43(9)/III	i6(6)	i6	i	i6	i64	i2	i	i6	i64	i2	i	i7	i	i6	i64	i2	i																																																																																																																																																																																																																																																																																																																																																																																																																																												
medtner_tales	op35n04	10047	i	V7(6)	i64(#4)	i64(7#4)	i64(#4)	i	vii%43/VII	V7(96)/VII	#viio7/iv	#viio7(#0)/iv	#viio7(#5)/iv	#viio7/iv	V7(6)/VI	V7(9)/VI	V7/VI	V7(96)/VI	viio7/III	viio7(#0)/III	viio7(#5)/III	viio7/III	Ger6(6)/iv	Ger6(9)/iv	Ger6/iv	VIM7/iv	V6(6)/iv	V7/iv	V6(6)/III	V7/III	V2/VII	vii%7/VII	V/iv	iv2/iv	ii%43/iv	ii%7/iv	bII6/iv	viio2/VII	V43/VII	V7/VII	viio7/VII	viio43(b4)/VII	iv64/bIV	Fr6/iv/bIV	V43/bIV	ii%7/iv	VI/iv	Ger6/VI/iv	ii%65/iv	ii%65/iv	V(#0)/iv	V/iv	V2/VI	V7/VI	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																															
medtner_tales	op35n04	10048	i	V	V(#76)	V7/V	#viio43	V7(b9)/iv	i6	v64	i6	viio2(4)	viio65/V	IV(4)	V6	i	viio2(4)	viio65/V	IV(4)	V6	i	viio2(4)	viio65/V	IV(4)	V6	i	V7	Ger6	i2(#6#4)	i2(#4)	i2	i(#0)	i7	i	#viio43	i2(#6#4)	i2(#4)	i2	i(#0)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op35n04	10049	i	ii%65	i64(#6#4)	i64(7#4)	i	i64(9#6#4)	i6	i(#6#4#3)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
medtner_tales	op42n01	10050	V	V7/V	V	iv7	i	I	V7(9b5)	V7	V/V	i7	V	viio7/V	i(#139)	V7(9)	i	V7	V	iv7	i	V	i	V7	V	iv7	i	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
medtner_tales	op42n01	10051	I/V	V7/V	I/V	V43/V	I6/V	iv/V	I64/V	ii%43/V	I/V	V43(4)/V	I6/V	iv/V	I64/V	iv6/V	I/V	V7(9)/V	V	ii%7/V	V6	i	V43	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op42n01	10054	V	Ger7	ii6	VI	bIIM7	VI	VI	VI(64)	IIIM65	IIIM7	VII	VII(64)	iv65(2)	iv7	i	III	VII	i	iv7	i	iv7	i	iv7	iv65	i64	i6	i	iv7	iv65	i64	i6	i	iv65	i	iv65	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
medtner_tales	op42n01	10055	i	V7	V7(6)	i	iv7	i	iv7	i	iv7	iv65	i64	i6	i	iv7	iv65	i64	i6	i	iv65	i	iv65	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op42n01	10056	V	Ger7	ii6	VI	bIIM7	VI	VI(64)	IIIM65	IIIM7	VII	VII(64)	vii%7/VII	VI	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
medtner_tales	op42n01	10057	V	V/V	V/V/V	#iii/V	iv65/#iii/V	#iii/V	iv7/#iii/V	#iii/V	iv7/#iii/V	iv65/#iii/V	#iii64/V	#iii6/V	#iii/V	iv7/#iii/V	iv65/#iii/V	#iii64/V	#iii6/V	#iii/V	iv65/#iii/V	#iii/V	iv65/#iii/V	#iii/V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op42n01	10060	i	iv	i6	viio/VI	bII6	VI	III6	iv6	iv	iv6	III6	VII	VIM7	VI6	v6	i	i6	v64(4)	i6	i	i6	v64(4)	i6	i	i6	v64(4)	i6	i	i6	v64	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
medtner_tales	op42n01	10061	i6/iv	V/iv	V(6)/iv	#viio7	VI6	VI6(2)	v43(11)	v43	iv	VI	vii%7/VI	IV6(4)/VI	V7/III	v	i2	i2(#6)	i2	i6	i64	iv(9)	i64	i	i6	v64(4)	i6	i	i6	v64	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
medtner_tales	op42n01	10062	V	VI	ii64/VI	ii/VI	III64	VI	i2	iv64	bII	i	iv64	i	VI	III	iv65	v64(4)/iv	i6/iv	i/iv	i6/iv	v64(4)/iv	i6/iv	i/iv	i6/iv	v64(4)/iv	i6/iv	i/iv	i6/iv	v64/iv	i6/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
medtner_tales	op42n01	10063	V/III	V65(b9b5)/V	V65/V/III	I	V7(9b5)	V7	V/V	i7	V	viio7/V	i(#139)	V7(9)	i	V7	V	iv7	i	V	i	V7	V	iv7	i	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op42n01	10067	i	i64	i6	i	iv65	i	iv65	i	i6	v64(4)	i6	i	i6	v64(4)	i6	i	i6	v64(4)	i6	i	i6	v64	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
medtner_tales	op42n02	10068	i	v%65	bIIM65	VI	v%43	bIIM7	i	v%65	bIIM65	VI	v%7	bIIM7	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
medtner_tales	op42n02	10071	i	v%65	bIIM7	VI	v%43	bIIM7	i	vii43	bIIM65	VI	v%7	bIIM7	i	vo6	iv7	vii2	i64	bII	i7	vii	iv7(9)	bIIM43	i64	bII	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op42n02	10072	i	v%7(+13)	vii	bII6(119)	bII(9)	iv6	vii	bII6(119)	bII(9)	iv6	vii	bII6(119)	bII(9)	iv6	III6	vii6(9)	i7	vii	bII6(119)	bII(9)	iv6	III6	vii6(9)	i7	vii	bII6(119)	bII(9)	iv6	III6	vii6(9)	i7	vo6	bII6	VI	vo(9)	bII	i	vo6	bII6	VI	v%43	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
medtner_tales	op42n03	10073	i(94)/v	i/v	i6/v	ii%65/v	ii%7(11)	i6	V7	i	V43	i6(7)	i6(+#6)	i6(+6)	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
medtner_tales	op42n03	10075	i	V7	IV7	IV7(9)	i6	ii7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
medtner_tales	op42n03	10078	i(94)/v	i/v	i6/v	ii%65/v	ii%7(11)	i6	V7	i	V43	i(7)	i6(+#6)	i6(+6)	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
medtner_tales	op42n03	10086	i(94)	i/v	i6/v	ii%65/v	ii%7(11)	i6	V7	i	V43	i6(7)	i6(+#6)	i6(+6)	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
medtner_tales	op42n03	10087	i	V7	V7(64)	V7(9)	IV7(9)	i(4)/v	V43/v	IVM2(9)/v	V65/v	#vii%65/v	#vii%2/v	#vii%7/v	V43/iv	vii%2(9)/V/iv	i6/iv	i6(4)/iv	i6/iv	i/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
medtner_tales	op42n03	10088	i	V7	V7(64)	IV7	IV7(9b64)	vii%7/IV	V7/III	V7(4)/III	V7(9)/VII	V7(94)/VII	V7(9)/VII	i	V7(6)	V7(9)	ii%7	V7(9)/VII	V7/VI	V7(6)/III	V7(94)/III	V7/VII	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
medtner_tales	op42n03	10089	i	i6	i64	i	V43(b5)	V43	V43(6)	i64	i	V7(b5)	V7	ii7	i6	i	V7(b5)	V7	IV7	i	V7	ii7	i6	i	V7	IV7(9)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
medtner_tales	op48n01	10107	i	V	iv	ii/VI	V7(9)/VI	IIIM7	V	i	V	iv	ii/VI	V7(9)/VI	IIIM7	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
medtner_tales	op48n01	10113	V(64)	It6	viio6	V7/V	V43(4)/bII	V7(4)/bII	It6/bII	V7(4)/bVI	V6(6)/iv	iv	iv(2)	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
medtner_tales	op48n01	10114	V	Fr6	iv43	viio2/iv	bII	bII(4#2)	bII(2)	bII(#2)	VI+	iv6	iv6(2)	V	V(64)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
medtner_tales	op48n01	10115	i	V	V(64)	bII64	V64/V	V64(b6)/V	V6(6)	VIM7	V64/V	i2	Fr6(^2)	i2	Fr6(^2)	i2	Fr6(^2)	V6(6)	It6	V64	VI64	V(#0)	V(64)	Fr6	V6(6)	It6	V64(b2)	VI	viio2	Ger6	Ger6(4)	bVI(4)	iio64	Ger6(#2)	Ger6	i6(2)	VI(4)	iio64	Ger6	Ger6(#2)	Ger6	i6(2)	V	V(4)	IV7	IV(964)	V6(9)/IV	V6(96)/IV	iv7/v	VI/v	VI(4)/v	V7/v	V7(964)/v	iv7(6)/v	iv7(64)/v	iv6(2)	V																																																																																																																																																																																																																																																																																																																																																																																																																																																													
medtner_tales	op48n01	10116	I/III	V7/III	V7(9)/III	V(64)/III	iio6	iv6	iv6(76#4)	V7	i	V(+6)	V(2)	V7(4)	i	ii%65	iv6	iv6(76#4)	V7	i	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
medtner_tales	op48n01	10117	i(9#7)	V	V65(b5)/V	V6/V	IV	V7/#vi	V7/VII	iv6(b9)/VII	V7	iv6(b9)	V43(b5)/VI	V7(6)/III	Fr6/III	V7(6)/ii/III	ii%43/ii/III	V6/III	I/III	I6/III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
medtner_tales	op48n01	10118	i	V64	V2	viio7/V	VI/iv	V7/iv	iv	#viio7/iv	V43/III	viio2/VII	V43/iv	V7(b2)	V7	V7(#96)	V7/VII	V7/iv	V2(6)/VI	V(6)/VI	V(9)/VI	V65(b9)/V/VI	iv6(b9)/iv	V7/iv	V7	V2(6)/III	V(6)/III	V(9)/III	V65(b9)/V/III	iv6(b9)	V7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
medtner_tales	op48n01	10119	i(9#7)	V7	V(6)	iv7	IV	VII6(b5)	VIM7(#9)	V(6)	i	V(+6)	V(2)	V7(4)	i	ii%65	iv6	iv6(76#4)	V7	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
medtner_tales	op48n01	10120	V2/iv	viio7/V/iv	VI/iv/iv	V7/iv/iv	iv/iv	viio7/iv/iv	V43/VI	viio2/III	V43/VII	V7(b2)/iv	V7/iv	V7(9#6)/iv	V7/III	V7/VII	V2(6)/bII	V(6)/bII	V(9)/bII	V65(b9)/V/bII	iv6(b9)/VII	V7/VII	V7/iv	V2(6)/VI	V(6)/VI	V(9)/VI	V65(b9)/V/VI	iv6(b9)/iv	V7/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
medtner_tales	op48n01	10121	V	ii%7	iv6	V	viio7/V	V7	iv6(b9)	V43(b5)/VI	V7(6)/III	V43(b5)/VII	V7(6)/iv	Fr6/iv	V7(6)/ii/iv	bIIM43/ii/iv	V6/iv	i/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
